taskInfos_1,taskInfos_2,taskInfos_3,taskInfos_4,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32
"149","Valine to succinyl-coA","AMINO ACIDS METABOLISM","VALINE METABOLISM",1.76224957551892,2.45678498599873,1.01771952578439,0.692374927177011,1.09566861352106,1.73783803105015,1.71925012473569,1.58559634715574,1.53466942160032,1.84954807586364,1.61380001737047,2.18989687520066,2.88988878721105,3.22867620326836,1.18669753431742,1.11214600859282,1.73948033717151,1.21177776590787,1.46497095183961,2.10948153444021,1.74981300711703,1.50066251581285,1.58536050692996,1.61018230873826,1.59805561433748,1.5974742159975,0.947477174788483,1.5223972747433,1.38371376988078,2.44587888825034,1.18614573330685,1.89247880874224
"150","Hydroxymethylglutaryl-CoA synthesis","LIPIDS METABOLISM","CHOLESTEROL METABOLISM",4.95135704007428,5.73308610911902,5.28333125547275,5.50686645024424,5.35926483503238,5.96785263873198,5.96918582140155,4.09955503042499,5.90779317062068,4.7361016385705,5.04277353964736,7.37499633699716,6.30180791926025,5.96622462491366,4.300565530155,4.98852406747943,4.1362043141035,2.96125722987091,4.95789424144623,4.58478399731525,5.9202449306874,4.84963921440635,9.25218192862589,4.67114427674234,5.80897905972657,5.37806357082058,4.19676826412454,4.78876764689815,5.9340301683775,4.41131738682019,5.71108662310454,5.54015703978592
"151","Cholesterol synthesis","LIPIDS METABOLISM","CHOLESTEROL METABOLISM",1.41797321965384,2.50497940369565,1.33880574639476,0.961166998186495,2.12242066469932,1.90345940682196,2.38172614330993,1.2746874389949,2.15583583252924,1.67751094897135,1.32149501950195,1.31160362017715,1.90553999033551,3.827922995657,2.06738400110826,1.16044388359871,1.49039993021228,1.23686933931946,1.31482962100666,2.22046331679183,1.66646318118045,1.15214502497245,0.764654911382668,1.78324538218503,1.6863146479952,1.22672209926948,1.04959749367135,1.72371720376591,2.23085927227488,1.43714580884621,1.57746668429163,1.275184089726
"152","Acetoacetate synthesis","LIPIDS METABOLISM","CHOLESTEROL METABOLISM",4.71589436088865,5.74952763173579,5.01537333926888,5.1698678147983,5.56067416039875,5.72992447414955,5.72172470487157,3.91225418841315,5.74314625575542,4.56845940943898,5.04689392850659,7.24951826535892,6.11854946923516,5.85286039926943,4.30361538432699,4.89670528343828,3.95522305355787,2.83842242602551,4.98527512156358,4.57744940268596,5.69680945018912,4.62370564799061,8.75060545084506,4.43201574309863,5.55742021622268,5.11809098975391,4.00733647371406,4.60576595686983,5.85137724124028,4.26774054848951,5.43977572115801,5.66325174494099
"153","Mevalonate synthesis","LIPIDS METABOLISM","CHOLESTEROL METABOLISM",0.960225581452464,2.5511524075955,1.66162131865409,1.40602591185516,2.95397700376043,2.78216331616796,2.55492890047887,1.56894262119187,2.52530213683601,1.24870486004145,1.40192006495311,0.590097881812713,1.43308130683512,2.26164469313753,1.81931615754766,1.31807073103414,0.957713979185638,0.760471839844785,1.36008992430216,1.82931346013131,2.56367773791137,0.663927310803594,0.274041916729487,2.38248886412304,1.8762347715698,1.14864112579485,1.31966767886561,2.07539318592384,1.85510200154247,1.78467886618326,1.50234546161059,1.17571473983188
"154","Farnesyl-pyrophosphate synthesis","LIPIDS METABOLISM","CHOLESTEROL METABOLISM",1.47803243445953,2.00366760619305,1.59578842835037,1.373584536258,1.86252627848641,1.75109286015747,2.08972294090486,1.26859276518719,1.90874745695163,1.43621497394674,1.26288176914924,1.42122964892632,1.9051888086861,1.99624173343688,1.78228423827129,1.64037536268198,1.30021936853194,0.94658565939483,1.26008897638353,2.01264188995185,1.41095332917847,1.33858812441061,2.52382503655458,1.58445314399281,1.67140181170885,1.2831126911825,1.60003498805273,1.70759902297436,2.24363462048455,1.58418217640976,1.63432643706917,1.32374100854911
"155","Glycerol-3-phosphate synthesis","LIPIDS METABOLISM","GLYCEROPHOSPHOLIPID METABOLISM",7.30101105958937,0.409573884077792,0.157041854484983,0.024636570225424,1.19061171301733,0.522428834064394,3.29215386014022,0.0298287845568046,0.608471285024138,0.0837796943727535,1.65620677526184,0.669622423107279,4.75180663199052,3.5367892162919,1.18564116670727,0.0933708651896243,0.013166740995717,0.267933280938065,0.0122556689861765,0.317267298905173,0.419766878928526,1.87518705176277,5.48077221696893,0.0860108613033371,3.41645056946778,0.137045317180809,0.0213605943310451,0.377597558392328,0.0657234150230349,0.087149466173554,0.0796744658328248,0.0474100461243237
"156","Phosphatidyl-choline synthesis","LIPIDS METABOLISM","GLYCEROPHOSPHOLIPID METABOLISM",2.4066190417732,2.28479622166477,1.90040589752985,2.1082244126176,2.25081621878172,2.15875706709813,2.26046082489588,1.71053990566815,2.25750713364802,2.22846531317273,1.97852958409182,2.38762791929318,2.73747458525541,2.61607790020617,1.77174634821727,1.86405654912345,1.93784019856852,1.5765822624531,1.80512326842337,2.07269718719391,2.15374171966557,1.92583513768812,2.32662742641097,1.80876932554639,2.14623139552769,1.96537657771973,1.64726923180018,1.94980256035771,2.35597297336724,2.25375598913,2.09537805123017,2.03685467292664
"157","Phosphatidyl-ethanolamine synthesis","LIPIDS METABOLISM","GLYCEROPHOSPHOLIPID METABOLISM",2.40396534505872,2.28742301025659,1.87028597221634,2.07553131115001,2.24959543307658,2.13751713032838,2.24277214224496,1.70523387130651,2.23991197929609,2.21759561792164,1.96433709695737,2.34940665525836,2.73514085087223,2.58689471739777,1.76264089431295,1.82822395092975,1.92879524172715,1.57655508392611,1.78416409663268,2.07146919044012,2.12163892109463,1.93037171213739,2.32934096136714,1.78974199009163,2.13124006848629,1.94421293878564,1.63313397072757,1.9370676394897,2.40344814065298,2.2375619943749,2.04297699485482,2.01607115066024
"158","Phosphatidyl-serine synthesis","LIPIDS METABOLISM","GLYCEROPHOSPHOLIPID METABOLISM",2.39352098078897,2.27183952535522,1.86419088086986,2.07784756204638,2.22532954169327,2.1306860776379,2.24090498101044,1.68428379520084,2.23684233161361,2.19955351425358,1.95091892298777,2.33462297185609,2.71459665723637,2.5981675866709,1.74585697185735,1.82077119457154,1.90050325162949,1.55665094676326,1.76279787585113,2.05700561560659,2.1219689572747,1.91215040620717,2.32306068218646,1.77975111992135,2.1262526022291,1.93171583182425,1.61488275996943,1.92711928180693,2.34320938239421,2.21921403745469,2.04414671111341,2.00537305822202
"159","Phosphatidyl-inositol synthesis","LIPIDS METABOLISM","GLYCEROPHOSPHOLIPID METABOLISM",2.3508261585906,2.09345303545417,1.65303858505011,1.87413278875533,1.94319464546376,1.95352809128405,2.07020181152922,1.53351479555621,2.04583940916727,2.04393146584093,1.78740035408375,2.163289885047,2.45716371415661,2.28837621919951,1.58648815792435,1.62055447950672,1.77563656733188,1.29477137817356,1.68199009062015,1.85514157504946,1.92769774119949,1.71595252462093,2.1680913457794,1.51223860722992,1.98466015416631,1.71356118703015,1.50714343704913,1.74500820736344,2.24632260798134,1.93641564585368,1.81907123487051,1.74237699094335
"160","Cardiolipin synthesis","LIPIDS METABOLISM","GLYCEROPHOSPHOLIPID METABOLISM",2.30638035261534,2.15350954407275,1.66507787448736,1.89733738105218,2.04666946695214,2.01334067762547,2.1916730573171,1.52818357742475,2.0042570882452,1.93306199293227,1.78570837713342,2.22859866162896,2.49449525425195,2.20345538340205,1.66655698459172,1.59028998645909,1.75743601712321,1.27600704411226,1.62901150176602,1.89726357169279,1.96730541432483,1.76960453307392,2.26447184483835,1.52523606832346,2.09173200143036,1.72391161600392,1.48609338374326,1.79950384133605,2.15779419482291,1.95067068467607,1.7826137338787,1.74317005973878
"161","Triacylglycerol synthesis","LIPIDS METABOLISM","TRIACYLGLYCEROL METABOLISM",2.36927835538318,1.98935406584282,1.53268198823727,1.75280222269453,1.99011136024055,1.91557255990364,2.10201036693124,1.4726745578965,1.91147039048208,1.83306290946263,1.66170502126141,2.1581390722958,2.13735216481965,2.37359554891762,1.52443794200056,1.52769649734056,1.62531611144442,1.14649279538277,1.44090842833994,1.63967367494382,1.87905864682592,1.54781379525375,2.18445546039745,1.49581024955508,1.97174798456257,1.65647609106338,1.44423201598856,1.74338734495205,1.99712977818706,1.77976926727764,1.6963035359536,1.5985267034929
"162","Sphingomyelin synthesis","LIPIDS METABOLISM","SPHINGOLIPID METABOLISM",2.57396406784447,2.60451121678683,2.22866537308551,2.37941872823471,2.59726762663845,2.54845945110171,2.47703017342345,2.04886023504981,2.6230891517706,2.49299671167492,2.28285974907497,2.79202269465335,2.92465356886644,2.77957134620312,2.19866817369662,2.27006621981725,2.21923508051611,1.76432783313446,2.2802726430394,2.3322244241827,2.48772807338547,2.2198775550038,2.56201802296675,2.21427603274753,2.32302434761535,2.30525720390646,1.9332472586062,2.30742145099658,2.58377888828732,2.52881343992768,2.45286282031433,2.46859964018042
"163","Ceramide synthesis","LIPIDS METABOLISM","SPHINGOLIPID METABOLISM",2.5260076604983,2.50618480727053,2.11369701331077,2.29790941166286,2.41163069321181,2.46893341142489,2.3683442575568,1.90725075730922,2.51994927698043,2.36950915574238,2.19501054971229,2.67814630373252,2.86880331003384,2.75464189581491,2.09645127554995,2.11774980580367,2.12040636364727,1.72569462844756,2.16645721922105,2.26105804002439,2.3980194154912,2.19121068323838,2.55651200165081,2.05332110059825,2.21173053287711,2.19009304358678,1.80620638726672,2.22227105664888,2.48815025710602,2.35645425650433,2.29569773333927,2.36307768627658
"164","Palmitate synthesis","LIPIDS METABOLISM","FATTY ACID METABOLISM",2.82678649172399,3.16475364324236,2.83106091154233,2.78245459340531,3.20477216298957,3.56115678930809,3.51301965505363,2.21006130152493,3.1110739517517,2.60717404311118,2.68776074856534,3.82125324365462,3.55467898859046,3.54034578747525,2.44538172999781,2.65681472728878,2.25673501624485,1.81635830711902,2.69007738791616,2.67250910131975,3.57867863209713,2.58284053875943,4.30196893489771,2.50147733689445,3.27175537109226,2.90232098124241,2.17212792911565,2.61961580871988,3.32491372467511,2.4213038927286,2.97636496277494,2.98202774328484
"165","Palmitate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",0.945626015490679,1.17116648595034,0.707278043061271,0.508339964567099,0.838067860738826,1.10508454363005,1.14980097092789,0.585416556411013,0.737680084956574,0.719823602365941,0.786567369303369,1.12513950791989,1.38804010762825,1.7107781818614,0.842269045598755,0.614330376256225,0.631914645713067,0.536528490493556,0.791920002037176,0.819725459072621,1.03076392588629,0.687265273240227,0.784870990083084,0.559342781046203,1.04581665175395,0.68721693972647,0.527677023862003,0.928063658620844,1.0087913210456,0.726680286111646,0.564850418802948,1.00228704533184
"166","Palmitolate synthesis","LIPIDS METABOLISM","FATTY ACID METABOLISM",2.67518878261748,2.81927073621148,2.23869560223096,2.16947407256375,2.66612653800917,2.71430384071539,2.81069706356193,1.91467224559748,2.57210757009363,2.25001776762727,2.28528882096013,3.35552695065576,3.12183488254096,3.12770459047685,2.13484129593017,2.19382594939155,2.04143339474401,1.43755399993161,2.35924847588639,2.43003182131387,2.65536546554549,2.15766870238728,3.4514608803961,1.98366286272655,2.67749442496635,2.39193880500724,1.82670565020733,2.25485438016127,2.53953128994114,2.34285435400717,2.39535966584732,2.47576746617686
"167","Palmitolate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",0.977602418327775,1.01119909525146,0.548592131141638,0.447511759029705,0.770589912701724,1.0270247805999,1.02493604181082,0.510864019217668,0.677639720289702,0.584359260317272,0.691136079315241,1.10505598291993,1.31626211513696,1.75015813883449,0.727835958401272,0.599720002324788,0.534703564736244,0.467197725629668,0.634245761154312,0.866167266211046,0.976887586904023,0.703498674197992,0.869419869163731,0.506486567428591,0.904720046982363,0.617803501171817,0.458794593521109,0.827311563476024,0.868817638061844,0.701301349181412,0.54810204504374,0.918186769871336
"168","cis-vaccenic acid synthesis","LIPIDS METABOLISM","FATTY ACID METABOLISM",2.31319193121371,2.5630737974929,2.09886209280666,2.0819911032404,2.75607588653216,2.52121885748684,2.6135529292277,1.77484318720077,2.48547762808395,2.08045547767158,2.12820315723133,2.97758217404574,2.95033490181555,3.13373144539159,2.05082501127139,2.01158705630063,1.89595624473254,1.40398973650719,2.01754139225047,2.26362942582596,2.46037402890728,1.99617300153108,3.24774029507963,2.07208912346297,2.55585704344323,2.19116271008725,1.63658268996139,2.06042345258363,2.5683642210402,2.26047309915438,2.3138631899467,2.35217916917837
"169","cis-vaccenic acid degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",1.46824952450065,1.7981596713421,1.10469924735368,0.740100032516891,1.3241234139999,1.79509799727209,1.65058857292898,1.02901450987077,1.14010461026884,1.20290392081669,1.2365581048335,1.94680778151618,2.01706072932972,2.31908358638228,1.26742203003062,1.00636318849601,1.07169621693896,1.03540409708353,1.19971626370424,1.39338016113771,1.68097601170255,1.10933802157125,1.45617316313941,0.86331027023807,1.48243219127926,1.1829077934381,0.825861846217218,1.40914301365138,1.41693935655246,1.2778888752079,0.931230662412398,1.50016046373295
"170","Elaidate synthesis","LIPIDS METABOLISM","FATTY ACID METABOLISM",2.31319193121371,2.5630737974929,2.09886209280666,2.0819911032404,2.75607588653216,2.52121885748684,2.6135529292277,1.77484318720077,2.48547762808395,2.08045547767158,2.12820315723133,2.97758217404574,2.95033490181555,3.13373144539159,2.05082501127139,2.01158705630063,1.89595624473254,1.40398973650719,2.01754139225047,2.26362942582596,2.46037402890728,1.99617300153108,3.24774029507963,2.07208912346297,2.55585704344323,2.19116271008725,1.63658268996139,2.06042345258363,2.5683642210402,2.26047309915438,2.3138631899467,2.35217916917837
"171","Elaidate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",0.990709744661251,1.21110519917492,0.727057591178342,0.512833732226277,0.892380395379264,1.05149682565652,1.12209068343413,0.610566409024197,0.739636186434118,0.715231405980458,0.814467848275087,1.10313703092886,1.31557027225129,1.71863484000671,0.879942180597713,0.622362428834215,0.684520985640087,0.526051354114361,0.766082974237758,0.8342570499437,0.981547327860572,0.687457261412429,0.736917644979589,0.540941539559226,1.00360970976077,0.734963027028063,0.547273161907489,0.888105945500829,0.981516182067099,0.699238889780182,0.577188268813791,0.973396382429173
"173","Linolenate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",1.21869885778439,1.37601601391894,1.02138949412523,0.890616605985282,1.06103240137401,1.45407338895597,1.50739096553263,0.890124110305364,1.17560862889379,1.05372361552345,1.09041530298037,1.75497262898163,1.74037486736892,1.78877106802669,1.22004682420553,1.03673760687055,0.94656253728135,0.842541673716072,1.24605375210774,1.11627883706246,1.4165524845609,0.993195053268102,1.41376192217213,0.863411779377118,1.38825390465799,1.08661156605555,0.776214343143641,1.21070641179511,1.09417036179435,1.10332827416538,1.0567494123991,1.30016789938302
"175","Linoleate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",1.61363529104647,1.89028848866672,1.15991255406128,0.776764794938953,1.47762064752463,1.74556645328863,1.77985940869416,1.07712058494554,1.22256283867498,1.26498014650219,1.30224934913804,2.05840055460345,2.13996466310451,2.47287345617546,1.35662061072289,1.0601987919277,1.14820644067334,0.880217366297364,1.25861806756613,1.46647160051677,1.66158659614555,1.19408693531731,1.53719677845276,0.904262148028378,1.59408069687022,1.212093942955,0.873355857093624,1.49260785920849,1.52729557731677,1.34799103901544,0.974580016280204,1.58827776109634
"176","gamma-Linolenate synthesis","LIPIDS METABOLISM","FATTY ACID METABOLISM",0.579858622407388,0.739323346533037,0.318858673945999,0.251464600212181,1.08204139549583,0.411032119211772,0.632219624173513,0.542344020089833,0.204376840475806,0.418452733759521,0.445097860372476,0.514748359282408,0.380396999996084,0.661409598726905,0.530494222296313,0.209904675626926,0.523476438669531,0.187379934612101,0.319929975257542,0.528686561712034,0.355147768423759,0.214359311924063,0.127362135409366,0.254543785334811,0.444013046317191,0.545528177835897,0.291576917830041,0.281987636849705,1.01533799664606,0.22191535139311,0.321421010061241,0.538623861290421
"177","gamma-Linolenate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",1.6247962427708,1.88873273141964,1.17362988521371,0.786707650137131,1.43809677168408,1.7760941033783,1.79934053087325,1.06701019659056,1.24723077746593,1.27502014422693,1.30837624798562,2.0807324662004,2.18785492721566,2.50338604577649,1.35468881865087,1.07946059509661,1.13902041246826,0.893068691126255,1.27488293160332,1.47491223965513,1.69572121251255,1.21698111953423,1.5802181139708,0.916452629768228,1.62666705311221,1.20358922031315,0.877311854337475,1.52186491676839,1.551977366897,1.37510588877756,0.981878699127547,1.59805232011214
"178","Arachidonate synthesis","LIPIDS METABOLISM","FATTY ACID METABOLISM",3.11255006610569,3.22065262938197,3.11929197451692,3.21069516015528,3.20841270429981,3.23580261559177,3.55531643057962,2.502233861419,3.37165180831494,3.01407650663015,3.09159816417515,3.94578884844865,3.59614017111996,2.97970195658019,2.74585644631999,3.01784016304023,2.65042297625926,1.95378726431058,2.9198127766272,2.70796459147807,3.12021763263601,2.60829056584322,4.60836961337486,2.67029460157354,3.44440348130603,3.1030792288304,2.51268053074419,2.86611611243692,3.49777160075263,2.8291574885965,3.28821919652795,3.11882424931713
"179","Arachidonate degradation","LIPIDS METABOLISM","FATTY ACID METABOLISM",0.978983475406941,1.00849264381984,0.549823490772446,0.448714025106868,0.771732679803949,1.0372525196142,1.03023692037097,0.522016283356752,0.679406708717954,0.592711654767763,0.691806588035888,1.10115982989475,1.31658460939469,1.7531569399193,0.729836948068344,0.600052435152226,0.53537595929849,0.466744475222414,0.635529442370086,0.864198778871781,0.986998506675504,0.70474278343648,0.866960703086529,0.508765885738662,0.910438105245295,0.62027453387253,0.457955553483401,0.830570451371358,0.85119891322169,0.701450659649824,0.547853451214698,0.930969220124552
"180","Synthesis of malonyl-coa","LIPIDS METABOLISM","FATTY ACID METABOLISM",4.37238023241364,4.97130752868782,4.29506718080139,4.29251039620923,4.88918483490826,5.36457322077358,5.00786623869342,3.42808561115897,4.97271455552935,4.10822494269997,4.25412758396412,5.96676979949466,5.21539512519019,5.05885440484568,3.82690876298348,4.10718515802222,3.4998361936857,2.74874046888457,4.24488067657242,4.11211147013406,5.25014960651817,4.00253484550797,7.06213246941053,3.87659933885816,4.74371764117635,4.45001672126542,3.41470804760567,4.1084665554659,5.09890935329469,3.65204218630771,4.6381960175929,4.74146333581716
"181","Synthesis of palmitoyl-CoA","LIPIDS METABOLISM","FATTY ACID METABOLISM",3.51684747210241,3.78551251790165,3.34372168080436,3.67544933548347,3.90442860216842,4.32385908180747,3.93307801159426,2.84389085149595,4.04683407832078,3.27098392802212,3.48422548065517,4.6776682641039,4.15347078474136,4.41265795313117,3.09328742656199,3.19998896579856,2.84195290104177,2.14010341160108,3.32293198936223,3.47254105786859,4.29916704232764,3.51420339701806,5.95355858546507,3.14085685365802,3.69495375215197,3.57482870297423,2.68376568872031,3.42472475456162,4.19568337254211,3.03766747944742,3.64530100351803,3.68807048892379
"182","Taurochenodeoxycholate synthesis","LIPIDS METABOLISM","BILE ACID SYNTHESIS",0.466285717160503,0.494853372515207,0.400493441046552,0.344359489696161,0.315021532079773,0.584437134571368,0.409811958229258,0.320317763784269,0.423030370413182,0.360922903329078,0.54857093851148,0.42154631354335,0.58972633369866,1.35023490993191,0.403057229160858,0.38319300479487,0.397427405015225,0.515889204917207,0.433108311073544,0.32977192971984,0.50297414172552,0.383087057990812,0.335254241378956,0.386647714345206,0.425895956580619,0.349830394784251,0.34823321129242,0.358466694106796,0.629990634382116,0.375874360426029,0.418320847569125,0.432672025207694
"183","Glycochenodeoxycholate synthesis","LIPIDS METABOLISM","BILE ACID SYNTHESIS",1.75219061294008,1.79891809470115,1.65310457881558,1.67479205260522,1.45001925874104,2.27025958092429,2.13246257182953,1.41642260622252,2.01600726952617,1.5777530890729,1.83432681675221,2.83227632000694,2.30475710707287,3.31814745071233,1.83450399106413,1.8361962057343,1.50145834013224,1.61400198993963,2.01094584938087,1.57025234902374,2.17884294329242,1.61932375087864,2.45536065996563,1.52701655312054,1.99100707329581,1.73834672022945,1.37064933928525,1.81618883538962,1.36957839259429,1.83412615675098,1.97127763279701,1.87778560145704
"184","tauro-cholate synthesis","LIPIDS METABOLISM","BILE ACID SYNTHESIS",0.658729081517165,0.492219346201092,0.537332135135582,0.206950520614289,0.590064968637764,0.493740506662496,0.647666076956338,0.197113105056217,0.780107442883858,0.291940198953386,0.978352382816922,0.328857569616111,0.694756626769197,2.02821221098027,0.561063266193779,0.415000088004324,0.236104707812645,0.187337080369901,0.285742125926448,0.549211584053643,0.62213363609172,0.31298935624021,0.143339165695277,0.261047336553841,0.571542807735434,0.586335145941476,0.290238806052884,0.40752719907198,0.191482376540351,0.191018519800119,0.415168440285367,0.769126085385163
"185","glyco-cholate synthesis","LIPIDS METABOLISM","BILE ACID SYNTHESIS",0.658729081517165,0.492219346201092,0.537332135135582,0.206950520614289,0.590064968637764,0.493740506662496,0.647666076956338,0.197113105056217,0.780107442883858,0.291940198953386,0.978352382816922,0.328857569616111,0.694756626769197,2.02821221098027,0.561063266193779,0.415000088004324,0.236104707812645,0.187337080369901,0.285742125926448,0.549211584053643,0.62213363609172,0.31298935624021,0.143339165695277,0.261047336553841,0.571542807735434,0.586335145941476,0.290238806052884,0.40752719907198,0.191482376540351,0.191018519800119,0.415168440285367,0.769126085385163
"186","Synthesis of thromboxane from arachidonate","LIPIDS METABOLISM","EICOSANOID METABOLISM",2.27754658156845,1.95008421317657,3.53017819556419,3.19918392187055,1.34839126728525,2.03051741257779,1.79128492777477,1.064654451596,2.13608379894909,1.88375060441226,3.55785146792833,0.742916165776409,1.09585151822671,1.38268420461402,2.63688247603432,2.32774043728574,0.803574497458005,0.509166964350152,2.06976257920001,1.54643993063451,2.52074347371842,1.0491936038267,0.193961292955194,0.966801764118945,1.96058314946897,2.36340801761583,3.81877633328387,2.23250484582412,0.607909968436639,0.678682319892944,2.04080324107502,3.37743566856168
"187","Synthesis of galactosyl glucosyl ceramide (link with ganglioside metabolism)","LIPIDS METABOLISM","GANGLIOSIDE METABOLISM",2.17581739037295,2.09722987506795,1.75963799358898,2.02178282010926,2.06041336952467,1.99914517446587,2.00316050274771,1.62180907723356,2.12382247151811,2.07738360751883,1.8480902865601,2.12728474990825,2.40207214221089,2.24243816038485,1.66421912483596,1.75053607625255,1.80722107410357,1.47152857185361,1.65381264134016,1.90580032560209,1.98962795229605,1.80641126878297,1.97883277150103,1.7470352711267,1.86070780441383,1.79873233458241,1.55150137126502,1.87416313539492,2.14453944408751,2.05842416554293,1.91593213956904,1.93723845217756
"188","Synthesis of glucocerebroside","LIPIDS METABOLISM","GANGLIOSIDE METABOLISM",1.68063091801072,1.54686690847893,1.14265606590215,1.17605970399454,1.4588662707345,1.49189430798167,1.43985979195761,1.1651140056642,1.36944565924271,1.43820948462276,1.26498140913238,1.73921793598116,1.79636618480497,1.74677622346307,1.17064496616466,1.13019483935657,1.28887561537824,0.908893161949167,1.03917100812637,1.40152969316956,1.50837295889411,1.24959363809621,1.70257885955713,1.15710246600512,1.31784467029928,1.24457447835746,0.983903622362343,1.3923659009268,1.41139602631405,1.36879575305167,1.20330139548792,1.25693400077561
"189","Synthesis of globoside (link with globoside metabolism)","LIPIDS METABOLISM","GLOBOSIDE METABOLISM",1.61895908810777,1.48925631673243,1.09556360620909,1.12247276778394,1.45572364122223,1.43497934368826,1.39365201549125,1.17656082786445,1.34052321691899,1.44623742643164,1.24618253924657,1.7498296978765,1.77583389935132,1.64135291075663,1.18402696433078,1.10401828814649,1.27556838462991,0.888208946615609,1.06045763660295,1.39916298893276,1.43913531740542,1.24545325794166,1.58709218314669,1.10152421024085,1.28077453927424,1.23733918475631,0.982271462394186,1.32971128369856,1.40082315534515,1.41732280416744,1.17846305276853,1.27866635605056
"190","NAD synthesis from nicotinamide","VITAMIN & COFACTOR METABOLISM","COENZYME NAD BIOSYNTHESIS",5.7960017342087,3.97987406103273,6.17496423603276,6.08384113280702,4.52891864529604,2.32321856257377,2.401991392805,2.25384092491656,4.69867594637863,1.72743409294076,3.43296962833763,3.3671393553279,1.76950664341849,3.76477753625725,2.56267625872491,1.3725225247001,1.96391143231626,2.07418751273746,3.47043310876131,2.16216690694319,2.1445697675397,2.26814258013227,2.47865372269526,1.41388350390111,2.2510699100787,2.6662389637718,2.83523092291323,2.7658911328173,2.71051327342544,2.39082126732805,2.08386866667697,4.17321109201635
"191","FAD synthesis","VITAMIN & COFACTOR METABOLISM","COENZYME FAD BIOSYNTHESIS",3.03710351076613,3.68909420523878,3.67580402254741,2.94389196442101,3.30956654054956,4.53673603785553,4.56269076957806,3.21370084978196,3.37409727368017,3.73808022236398,3.64992151355754,2.90134368833681,3.67627509645099,2.78843044472138,2.92281041428408,3.54971210279127,2.49855842441863,1.71288141164743,3.50121005285643,2.9051467314071,4.23638618072227,2.48670493788104,2.50797705819849,2.7685816329075,4.54481913232031,3.37508864370259,2.99645805184151,3.9409211364164,3.84879063743502,4.02973869910985,3.69717240646807,3.59393937010634
"192","Synthesis of coenzyme A","VITAMIN & COFACTOR METABOLISM","COENZYME A BIOSYNTHESIS",1.22622167378346,1.56957937240517,1.36096607652217,1.07701440877353,0.862664153780912,1.51051230591243,1.57867110991577,1.10393212487412,1.36623879405058,1.44236644139269,1.20479464906688,1.05689281516203,1.79066723130981,1.39948974893381,1.25540519616832,1.51598446556631,1.07642946942311,0.978451154447291,1.27057796200483,1.39557354699846,1.55362077978698,1.4802903874254,0.855026692424152,1.26893429724464,1.49192277588217,1.007141676923,1.364302884685,1.46458143602784,1.1676917875222,1.57988568077633,1.51449499188348,1.46127275576647
"193","Synthesis of ubiquinone from tyrosine","VITAMIN & COFACTOR METABOLISM","UBIQUINONE 10 BIOSYNTHESIS",1.98696504965593,3.21828416404311,2.08533922961597,1.50494684554173,1.97405968992015,2.87365045782763,2.54261199902185,2.33373076944008,2.45484507877318,2.35141729581426,1.88441502205785,3.80704723834768,2.5548555517637,2.97279924336059,1.9549977288833,2.05553663121091,2.3427940359689,1.19993949892498,1.86850930463074,2.59956373227452,3.03109283330335,1.98231222021161,3.74672304279519,1.91417918928087,2.34200573521947,2.28749357580431,2.16209703917919,1.9684350206314,2.43250551277105,2.35053868319592,2.14397703739783,2.26197616275049
"194","Tetrahydrofolate synthesis","VITAMIN & COFACTOR METABOLISM","FOLATE METABOLISM",1.10002938766104,0.402389302011204,1.06260901383425,1.47643290573874,0.827950843613575,1.1432493197794,1.13768092194991,0.596231259194254,0.817160386066887,0.571113473400386,0.57542648133443,0.342745150722441,0.959507486662838,1.32549135567531,0.484859824573476,1.55806643240669,0.435194983205595,0.121681283536807,0.771743707897177,0.610688576599533,1.22710989227733,0.35594754491002,0.551339541742757,0.608029984706262,1.14508106031524,0.692881209496171,0.569008098666015,0.701758113026465,0.934142443421163,0.556049104569283,1.50911714447712,0.813199730179092
"195","Pyridoxal-phosphate synthesis","VITAMIN & COFACTOR METABOLISM","VITAMIN B6 METABOLISM",2.44944368172858,1.36733280300218,1.39069080649824,1.67707987732587,1.62275705531273,1.52354853537802,1.42948531209302,0.911958588570568,1.53251366510542,1.40224357079753,1.25220280998049,1.25765233551714,1.89098530610923,1.04422098022464,1.80194953585433,1.06629631745831,1.22313153363245,1.27295357289797,1.50511128153126,1.11637233991357,1.42446344963086,1.7217086111717,0.422882318829588,0.667298108536348,1.52224094386182,1.22042248874017,0.892611950684934,1.58227592402115,3.9212917959638,1.47925982669246,1.42782007987188,1.50109403607743
